,tenure,monthlycharges
0,-1.2774445836787656,-1.1603229160349193
1,0.06632741908223598,-0.2596289419448806
2,-1.2367242199587352,-0.3626603559551803
3,0.5142514200025698,-0.7465354629935549
4,-1.2367242199587352,0.19736523310080326
5,-0.9924020376385531,1.1595456961969886
6,-0.4223169455581282,0.8089065291619363
7,-0.9109613101984924,-1.1636465100352518
8,-0.1779947632379461,1.330710787214099
9,1.2064976032430856,-0.28621769394753876
10,-0.7888002190384014,-0.4922805219681379
11,-0.6666391278783103,-1.5225946620711341
12,1.0436161483629645,1.182810854199314
13,0.6771328748826912,1.2941512532104444
14,-0.30015585439803716,1.3539759452164248
15,1.4915401492832983,1.611554480242174
16,0.7992939660427822,-1.4660935640654862
17,1.5729808767233588,1.393859073220412
18,-0.9109613101984924,-0.31779183695069496
19,-0.46303730927815856,0.8404806721650927
20,-1.2774445836787656,-0.8346107040023594
21,-0.8295205827584317,-1.4943441130683104
22,-1.2774445836787656,-1.4827115340671475
23,1.0436161483629645,-0.1615829189350795
24,0.6771328748826912,-0.17155370093607614
25,-0.0965540357978854,-0.31446824295036285
26,0.5956921474426305,1.1495749141959914
27,-1.2774445836787656,-1.1486903370337564
28,1.6137012404433893,0.8471278601657574
29,-0.62591876415828,-0.0020504069191315333
30,1.5729808767233588,1.0498670941860242
31,-1.2367242199587352,1.0216165451832002
32,-0.21871512695797646,0.046141706085686136
33,-1.2774445836787656,-1.481049737066981
34,-1.2774445836787656,-0.6484894399837535
35,1.6137012404433893,1.1678546811978192
36,-1.1145631287986442,0.16412929309748078
37,0.5549717837226001,0.33363258711442517
38,0.06632741908223598,1.3822264942192488
39,-0.8702409464784621,1.099721004191008
40,-0.9109613101984924,-0.5055748979694671
41,1.5322605130033284,0.14751132309581955
42,-0.62591876415828,-1.462769970065154
43,1.247217966963116,0.5014740841312035
44,-0.7888002190384014,0.3801629031190768
45,0.6771328748826912,0.6560212051466532
46,-1.2367242199587352,-0.5155456799704636
47,-1.2367242199587352,0.5280628361338618
48,0.7992939660427822,0.4981504901308714
49,1.4915401492832983,-0.020330173920958795
50,0.43281069256250915,0.8471278601657574
